Fecha,Hora,Pasos
2026.09.02 10:21:00,10:21:00,19
2026.09.02 10:23:00,10:23:00,11
2026.09.02 11:08:00,11:08:00,10
2026.09.02 11:35:00,11:35:00,18
2026.09.02 11:36:00,11:36:00,36
2026.09.02 11:38:00,11:38:00,2
2026.09.02 11:39:00,11:39:00,11
2026.09.02 11:40:00,11:40:00,9
2026.09.02 11:44:00,11:44:00,10
2026.09.02 11:45:00,11:45:00,18
2026.09.02 11:46:00,11:46:00,14
2026.09.02 11:48:00,11:48:00,8
2026.09.02 11:50:00,11:50:00,30
2026.09.02 11:54:00,11:54:00,10
2026.09.02 12:21:00,12:21:00,25
2026.09.02 12:22:00,12:22:00,24
2026.09.02 12:23:00,12:23:00,22
2026.09.02 12:24:00,12:24:00,24
2026.09.02 12:25:00,12:25:00,24
2026.09.02 12:27:00,12:27:00,2
2026.09.02 12:44:00,12:44:00,21
2026.09.02 12:46:00,12:46:00,14
2026.09.02 12:58:00,12:58:00,12
2026.09.02 12:59:00,12:59:00,12
2026.09.02 13:00:00,13:00:00,12
2026.09.02 13:01:00,13:01:00,12
2026.09.02 13:02:00,13:02:00,12
2026.09.02 13:03:00,13:03:00,4
2026.09.02 13:04:00,13:04:00,15
2026.09.02 13:05:00,13:05:00,11
2026.09.02 13:08:00,13:08:00,17
2026.09.02 13:09:00,13:09:00,86
2026.09.02 13:10:00,13:10:00,89
2026.09.02 13:11:00,13:11:00,72
2026.09.02 13:12:00,13:12:00,51
2026.09.02 13:13:00,13:13:00,51
2026.09.02 13:15:00,13:15:00,51
2026.09.02 13:16:00,13:16:00,51
2026.09.02 13:17:00,13:17:00,8
2026.09.02 13:18:00,13:18:00,60
2026.09.02 13:19:00,13:19:00,26
2026.09.02 13:20:00,13:20:00,136
2026.09.02 13:21:00,13:21:00,129
2026.09.02 13:22:00,13:22:00,33
2026.09.02 13:23:00,13:23:00,59
2026.09.02 13:24:00,13:24:00,25
2026.09.02 13:25:00,13:25:00,12
2026.09.02 13:45:00,13:45:00,11
2026.09.02 13:56:00,13:56:00,112
2026.09.02 13:57:00,13:57:00,102
2026.09.02 13:58:00,13:58:00,118
2026.09.02 13:59:00,13:59:00,112
2026.09.02 14:00:00,14:00:00,108
2026.09.02 14:01:00,14:01:00,113
2026.09.02 14:02:00,14:02:00,110
2026.09.02 14:03:00,14:03:00,89
2026.09.02 14:04:00,14:04:00,98
2026.09.02 14:06:00,14:06:00,108
2026.09.02 14:07:00,14:07:00,102
2026.09.02 14:08:00,14:08:00,109
2026.09.02 14:09:00,14:09:00,110
2026.09.02 14:10:00,14:10:00,73
2026.09.02 14:11:00,14:11:00,67
2026.09.02 14:12:00,14:12:00,10
2026.09.02 14:13:00,14:13:00,63
2026.09.02 16:41:00,16:41:00,73
2026.09.02 16:42:00,16:42:00,73
2026.09.02 16:43:00,16:43:00,73
2026.09.02 16:44:00,16:44:00,73
2026.09.02 16:45:00,16:45:00,25
2026.09.02 16:46:00,16:46:00,96
2026.09.02 16:47:00,16:47:00,111
2026.09.02 16:48:00,16:48:00,98
2026.09.02 16:49:00,16:49:00,88
2026.09.02 16:50:00,16:50:00,25
2026.09.02 16:51:00,16:51:00,98
2026.09.02 16:52:00,16:52:00,108
2026.09.02 16:53:00,16:53:00,120
2026.09.02 16:54:00,16:54:00,93
2026.09.02 16:55:00,16:55:00,85
2026.09.02 16:56:00,16:56:00,65
2026.09.02 16:57:00,16:57:00,34
2026.09.02 16:58:00,16:58:00,119
2026.09.02 16:59:00,16:59:00,63
2026.09.02 17:00:00,17:00:00,20
2026.09.02 17:01:00,17:01:00,6
2026.09.02 17:02:00,17:02:00,5
2026.09.02 17:29:00,17:29:00,15
2026.09.02 17:33:00,17:33:00,22
2026.09.02 17:34:00,17:34:00,22
2026.09.02 17:35:00,17:35:00,22
2026.09.02 17:36:00,17:36:00,22
2026.09.02 17:37:00,17:37:00,22
2026.09.02 17:38:00,17:38:00,22
2026.09.02 17:39:00,17:39:00,4
2026.09.02 17:40:00,17:40:00,75
2026.09.02 17:44:00,17:44:00,102
2026.09.02 17:45:00,17:45:00,102
2026.09.02 17:46:00,17:46:00,102
2026.09.02 17:47:00,17:47:00,68
2026.09.02 17:48:00,17:48:00,108
2026.09.02 17:49:00,17:49:00,110
2026.09.02 17:50:00,17:50:00,84
2026.09.02 17:51:00,17:51:00,132
2026.09.02 17:52:00,17:52:00,101
2026.09.02 17:53:00,17:53:00,63
2026.09.02 17:54:00,17:54:00,95
2026.09.02 17:55:00,17:55:00,100
2026.09.02 17:56:00,17:56:00,61
2026.09.02 17:57:00,17:57:00,122
2026.09.02 17:58:00,17:58:00,124
2026.09.02 17:59:00,17:59:00,126
2026.09.02 18:00:00,18:00:00,124
2026.09.02 18:01:00,18:01:00,126
2026.09.02 18:02:00,18:02:00,124
2026.09.02 18:03:00,18:03:00,118
2026.09.02 18:04:00,18:04:00,121
2026.09.02 18:05:00,18:05:00,110
2026.09.02 18:06:00,18:06:00,16
2026.09.02 18:07:00,18:07:00,47
2026.09.02 18:08:00,18:08:00,46
2026.09.02 18:09:00,18:09:00,46
2026.09.02 18:11:00,18:11:00,25
2026.09.02 18:15:00,18:15:00,57
2026.09.02 18:17:00,18:17:00,10
2026.09.02 18:45:00,18:45:00,26
2026.09.02 19:45:00,19:45:00,1
2026.09.02 19:46:00,19:46:00,18
2026.09.02 19:47:00,19:47:00,48
2026.09.02 19:48:00,19:48:00,60
2026.09.02 19:49:00,19:49:00,71
2026.09.02 19:50:00,19:50:00,17
2026.09.02 19:51:00,19:51:00,82
2026.09.02 19:52:00,19:52:00,97
2026.09.02 19:53:00,19:53:00,14
2026.09.02 19:54:00,19:54:00,48
2026.09.02 19:55:00,19:55:00,3
2026.09.02 20:26:00,20:26:00,41
2026.09.02 20:28:00,20:28:00,7
2026.09.02 21:16:00,21:16:00,16
2026.09.02 21:18:00,21:18:00,11
2026.09.02 21:30:00,21:30:00,15
2026.09.02 21:33:00,21:33:00,3
2026.09.02 21:50:00,21:50:00,26
2026.09.02 21:51:00,21:51:00,34
2026.09.02 21:53:00,21:53:00,14
2026.09.02 21:56:00,21:56:00,8
2026.09.02 21:57:00,21:57:00,27
2026.09.02 22:28:00,22:28:00,10
2026.09.02 22:29:00,22:29:00,10
2026.09.02 22:30:00,22:30:00,9
2026.09.02 22:31:00,22:31:00,9
2026.09.02 22:32:00,22:32:00,9
2026.09.02 22:33:00,22:33:00,9
2026.09.02 22:34:00,22:34:00,9
2026.09.02 22:35:00,22:35:00,9
2026.09.02 23:36:00,23:36:00,8
2026.09.03 05:53:00,05:53:00,40
2026.09.03 05:54:00,05:54:00,40
2026.09.03 05:55:00,05:55:00,40
2026.09.03 05:56:00,05:56:00,40
2026.09.03 05:57:00,05:57:00,40
2026.09.03 05:58:00,05:58:00,39
2026.09.03 05:59:00,05:59:00,39
2026.09.03 06:00:00,06:00:00,54
2026.09.03 06:01:00,06:01:00,77
2026.09.03 06:02:00,06:02:00,127
2026.09.03 06:03:00,06:03:00,120
2026.09.03 06:04:00,06:04:00,55
2026.09.03 06:18:00,06:18:00,54
2026.09.03 06:19:00,06:19:00,116
2026.09.03 06:20:00,06:20:00,123
2026.09.03 06:21:00,06:21:00,51
2026.09.03 06:22:00,06:22:00,67
2026.09.03 06:23:00,06:23:00,67
2026.09.03 06:28:00,06:28:00,9
2026.09.03 06:29:00,06:29:00,8
2026.09.03 06:30:00,06:30:00,8
2026.09.03 06:31:00,06:31:00,8
2026.09.03 06:32:00,06:32:00,8
2026.09.03 06:33:00,06:33:00,8
2026.09.03 06:34:00,06:34:00,8
2026.09.03 06:35:00,06:35:00,8
2026.09.03 06:36:00,06:36:00,8
2026.09.03 06:37:00,06:37:00,8
2026.09.03 06:38:00,06:38:00,8
2026.09.03 06:49:00,06:49:00,72
2026.09.03 06:50:00,06:50:00,72
2026.09.03 06:51:00,06:51:00,72
2026.09.03 06:52:00,06:52:00,72
2026.09.03 06:53:00,06:53:00,48
2026.09.03 06:54:00,06:54:00,106
2026.09.03 06:55:00,06:55:00,99
2026.09.03 06:56:00,06:56:00,101
2026.09.03 06:57:00,06:57:00,107
2026.09.03 06:58:00,06:58:00,59
2026.09.03 06:59:00,06:59:00,98
2026.09.03 07:00:00,07:00:00,49
2026.09.03 07:01:00,07:01:00,69
2026.09.03 07:02:00,07:02:00,23
2026.09.03 07:03:00,07:03:00,54
2026.09.03 07:04:00,07:04:00,92
2026.09.03 07:05:00,07:05:00,114
2026.09.03 07:06:00,07:06:00,108
2026.09.03 07:07:00,07:07:00,106
2026.09.03 07:08:00,07:08:00,112
2026.09.03 07:09:00,07:09:00,105
2026.09.03 07:10:00,07:10:00,97
2026.09.03 07:11:00,07:11:00,107
2026.09.03 07:12:00,07:12:00,77
2026.09.03 07:13:00,07:13:00,18
2026.09.03 07:50:00,07:50:00,39
2026.09.03 08:13:00,08:13:00,29
2026.09.03 08:14:00,08:14:00,97
2026.09.03 08:15:00,08:15:00,106
2026.09.03 08:16:00,08:16:00,93
2026.09.03 08:17:00,08:17:00,120
2026.09.03 08:18:00,08:18:00,116
2026.09.03 08:19:00,08:19:00,112
2026.09.03 08:20:00,08:20:00,96
2026.09.03 08:21:00,08:21:00,59
2026.09.03 08:22:00,08:22:00,114
2026.09.03 08:23:00,08:23:00,89
2026.09.03 08:24:00,08:24:00,110
2026.09.03 08:25:00,08:25:00,29
2026.09.03 08:41:00,08:41:00,57
2026.09.03 08:42:00,08:42:00,24
2026.09.03 08:43:00,08:43:00,88
2026.09.03 08:44:00,08:44:00,57
2026.09.03 08:45:00,08:45:00,35
2026.09.03 08:46:00,08:46:00,50
2026.09.03 08:47:00,08:47:00,3
2026.09.03 08:48:00,08:48:00,63
2026.09.03 08:49:00,08:49:00,11
2026.09.03 08:50:00,08:50:00,20
2026.09.03 08:51:00,08:51:00,15
2026.09.03 08:52:00,08:52:00,24
2026.09.03 08:54:00,08:54:00,35
2026.09.03 08:55:00,08:55:00,19
2026.09.03 08:56:00,08:56:00,14
2026.09.03 08:57:00,08:57:00,38
2026.09.03 09:21:00,09:21:00,26
2026.09.03 09:22:00,09:22:00,26
2026.09.03 09:23:00,09:23:00,15
2026.09.03 09:24:00,09:24:00,7
2026.09.03 09:36:00,09:36:00,21
2026.09.03 09:37:00,09:37:00,21
2026.09.03 09:38:00,09:38:00,20
2026.09.03 09:39:00,09:39:00,18
2026.09.03 09:54:00,09:54:00,12
2026.09.03 10:42:00,10:42:00,57
2026.09.03 10:43:00,10:43:00,57
2026.09.03 10:44:00,10:44:00,40
2026.09.03 10:45:00,10:45:00,57
2026.09.03 10:46:00,10:46:00,57
2026.09.03 10:47:00,10:47:00,47
2026.09.03 10:48:00,10:48:00,105
2026.09.03 10:49:00,10:49:00,103
2026.09.03 10:50:00,10:50:00,82
2026.09.03 10:51:00,10:51:00,23
2026.09.03 10:53:00,10:53:00,1
2026.09.03 12:03:00,12:03:00,14
2026.09.03 12:04:00,12:04:00,31
2026.09.03 12:05:00,12:05:00,94
2026.09.03 12:06:00,12:06:00,90
2026.09.03 12:07:00,12:07:00,117
2026.09.03 12:08:00,12:08:00,56
2026.09.03 12:09:00,12:09:00,82
2026.09.03 12:10:00,12:10:00,116
2026.09.03 12:11:00,12:11:00,99
2026.09.03 12:12:00,12:12:00,117
2026.09.03 12:13:00,12:13:00,51
2026.09.03 12:14:00,12:14:00,5
2026.09.03 12:15:00,12:15:00,5
2026.09.03 12:45:00,12:45:00,96
2026.09.03 12:46:00,12:46:00,88
2026.09.03 12:47:00,12:47:00,83
2026.09.03 12:48:00,12:48:00,107
2026.09.03 12:49:00,12:49:00,107
2026.09.03 12:50:00,12:50:00,40
2026.09.03 12:51:00,12:51:00,107
2026.09.03 12:52:00,12:52:00,110
2026.09.03 12:53:00,12:53:00,105
2026.09.03 12:54:00,12:54:00,95
2026.09.03 12:55:00,12:55:00,98
2026.09.03 12:56:00,12:56:00,18
2026.09.03 12:57:00,12:57:00,46
2026.09.03 12:58:00,12:58:00,31
2026.09.03 12:59:00,12:59:00,80
2026.09.03 13:00:00,13:00:00,3
2026.09.03 13:01:00,13:01:00,59
2026.09.03 13:26:00,13:26:00,13
2026.09.03 13:27:00,13:27:00,13
2026.09.03 13:28:00,13:28:00,13
2026.09.03 13:29:00,13:29:00,29
2026.09.03 13:30:00,13:30:00,36
2026.09.03 13:31:00,13:31:00,14
2026.09.03 13:32:00,13:32:00,7
2026.09.03 13:33:00,13:33:00,12
2026.09.03 13:34:00,13:34:00,25
2026.09.03 13:37:00,13:37:00,21
2026.09.03 13:38:00,13:38:00,28
2026.09.03 13:39:00,13:39:00,5
2026.09.03 13:40:00,13:40:00,42
2026.09.03 13:41:00,13:41:00,20
2026.09.03 13:42:00,13:42:00,18
2026.09.03 13:43:00,13:43:00,20
2026.09.03 13:47:00,13:47:00,19
2026.09.03 13:48:00,13:48:00,50
2026.09.03 13:49:00,13:49:00,9
2026.09.03 13:50:00,13:50:00,81
2026.09.03 13:51:00,13:51:00,10
2026.09.03 13:52:00,13:52:00,15
2026.09.03 13:58:00,13:58:00,21
2026.09.03 13:59:00,13:59:00,12
2026.09.03 14:00:00,14:00:00,12
2026.09.03 14:01:00,14:01:00,12
2026.09.03 14:02:00,14:02:00,12
2026.09.03 14:03:00,14:03:00,11
2026.09.03 14:04:00,14:04:00,11
2026.09.03 14:05:00,14:05:00,9
