Fecha,Hora,Pasos
2026.08.12 09:04:00,09:04:00,26
2026.08.12 09:05:00,09:05:00,47
2026.08.12 09:06:00,09:06:00,37
2026.08.12 09:08:00,09:08:00,28
2026.08.12 09:09:00,09:09:00,29
2026.08.12 09:10:00,09:10:00,30
2026.08.12 09:11:00,09:11:00,27
2026.08.12 09:12:00,09:12:00,41
2026.08.12 09:13:00,09:13:00,28
2026.08.12 09:14:00,09:14:00,5
2026.08.12 09:50:00,09:50:00,2
2026.08.12 09:51:00,09:51:00,27
2026.08.12 09:52:00,09:52:00,14
2026.08.12 09:53:00,09:53:00,24
2026.08.12 10:53:00,10:53:00,2
2026.08.12 10:54:00,10:54:00,5
2026.08.12 11:30:00,11:30:00,6
2026.08.12 11:32:00,11:32:00,11
2026.08.12 12:05:00,12:05:00,58
2026.08.12 12:06:00,12:06:00,1
2026.08.12 12:07:00,12:07:00,16
2026.08.12 12:08:00,12:08:00,27
2026.08.12 12:09:00,12:09:00,5
2026.08.12 12:29:00,12:29:00,43
2026.08.12 12:31:00,12:31:00,39
2026.08.12 12:32:00,12:32:00,34
2026.08.12 12:33:00,12:33:00,20
2026.08.12 12:34:00,12:34:00,62
2026.08.12 12:36:00,12:36:00,16
2026.08.12 12:49:00,12:49:00,7
2026.08.12 12:54:00,12:54:00,7
2026.08.12 12:58:00,12:58:00,11
2026.08.12 13:01:00,13:01:00,36
2026.08.12 13:06:00,13:06:00,18
2026.08.12 13:09:00,13:09:00,64
2026.08.12 13:11:00,13:11:00,42
2026.08.12 13:12:00,13:12:00,56
2026.08.12 13:23:00,13:23:00,61
2026.08.12 13:24:00,13:24:00,104
2026.08.12 13:25:00,13:25:00,75
2026.08.12 13:35:00,13:35:00,6
2026.08.12 14:09:00,14:09:00,33
2026.08.12 14:10:00,14:10:00,106
2026.08.12 14:11:00,14:11:00,113
2026.08.12 14:12:00,14:12:00,117
2026.08.12 14:13:00,14:13:00,123
2026.08.12 14:14:00,14:14:00,126
2026.08.12 14:15:00,14:15:00,122
2026.08.12 14:16:00,14:16:00,91
2026.08.12 14:17:00,14:17:00,126
2026.08.12 14:18:00,14:18:00,129
2026.08.12 14:19:00,14:19:00,112
2026.08.12 14:20:00,14:20:00,27
2026.08.12 14:22:00,14:22:00,38
2026.08.12 16:26:00,16:26:00,84
2026.08.12 16:27:00,16:27:00,89
2026.08.12 16:28:00,16:28:00,2
2026.08.12 16:29:00,16:29:00,56
2026.08.12 16:30:00,16:30:00,40
2026.08.12 16:31:00,16:31:00,7
2026.08.12 16:32:00,16:32:00,12
2026.08.12 16:34:00,16:34:00,79
2026.08.12 16:35:00,16:35:00,102
2026.08.12 16:36:00,16:36:00,113
2026.08.12 16:37:00,16:37:00,112
2026.08.12 16:38:00,16:38:00,107
2026.08.12 16:39:00,16:39:00,40
2026.08.12 16:40:00,16:40:00,89
2026.08.12 16:41:00,16:41:00,108
2026.08.12 16:42:00,16:42:00,84
2026.08.12 16:43:00,16:43:00,116
2026.08.12 16:44:00,16:44:00,118
2026.08.12 16:45:00,16:45:00,53
2026.08.12 16:46:00,16:46:00,98
2026.08.12 16:47:00,16:47:00,97
2026.08.12 16:48:00,16:48:00,98
2026.08.12 16:49:00,16:49:00,62
2026.08.12 17:20:00,17:20:00,4
2026.08.12 17:21:00,17:21:00,9
2026.08.12 17:23:00,17:23:00,9
2026.08.12 17:24:00,17:24:00,1
2026.08.12 17:33:00,17:33:00,128
2026.08.12 17:34:00,17:34:00,113
2026.08.12 17:45:00,17:45:00,1
2026.08.12 17:46:00,17:46:00,131
2026.08.12 17:47:00,17:47:00,114
2026.08.12 17:48:00,17:48:00,90
2026.08.12 17:49:00,17:49:00,45
2026.08.12 19:21:00,19:21:00,68
2026.08.12 19:22:00,19:22:00,12
2026.08.12 19:23:00,19:23:00,62
2026.08.12 19:24:00,19:24:00,45
2026.08.12 19:25:00,19:25:00,91
2026.08.12 19:26:00,19:26:00,15
2026.08.12 19:27:00,19:27:00,84
2026.08.12 19:47:00,19:47:00,26
2026.08.12 20:45:00,20:45:00,17
2026.08.13 02:55:00,02:55:00,16
2026.08.13 05:19:00,05:19:00,29
2026.08.13 05:20:00,05:20:00,12
2026.08.13 05:21:00,05:21:00,20
2026.08.13 05:22:00,05:22:00,33
2026.08.13 05:23:00,05:23:00,48
2026.08.13 05:32:00,05:32:00,42
2026.08.13 05:33:00,05:33:00,32
2026.08.13 05:35:00,05:35:00,10
2026.08.13 05:36:00,05:36:00,10
2026.08.13 05:58:00,05:58:00,12
2026.08.13 05:59:00,05:59:00,20
2026.08.13 06:00:00,06:00:00,86
2026.08.13 06:01:00,06:01:00,124
2026.08.13 06:02:00,06:02:00,125
2026.08.13 06:03:00,06:03:00,40
2026.08.13 06:13:00,06:13:00,111
2026.08.13 06:14:00,06:14:00,135
2026.08.13 06:15:00,06:15:00,109
2026.08.13 06:53:00,06:53:00,47
2026.08.13 06:54:00,06:54:00,117
2026.08.13 06:55:00,06:55:00,91
2026.08.13 06:56:00,06:56:00,128
2026.08.13 06:57:00,06:57:00,117
2026.08.13 06:58:00,06:58:00,123
2026.08.13 06:59:00,06:59:00,120
2026.08.13 07:00:00,07:00:00,120
2026.08.13 07:01:00,07:01:00,29
2026.08.13 07:02:00,07:02:00,133
2026.08.13 07:03:00,07:03:00,123
2026.08.13 07:04:00,07:04:00,118
2026.08.13 07:05:00,07:05:00,118
2026.08.13 07:06:00,07:06:00,65
2026.08.13 07:07:00,07:07:00,8
2026.08.13 07:08:00,07:08:00,119
2026.08.13 07:09:00,07:09:00,49
2026.08.13 08:55:00,08:55:00,36
2026.08.13 08:56:00,08:56:00,116
2026.08.13 08:57:00,08:57:00,73
2026.08.13 08:58:00,08:58:00,106
2026.08.13 08:59:00,08:59:00,112
2026.08.13 09:00:00,09:00:00,46
2026.08.13 09:01:00,09:01:00,54
2026.08.13 09:07:00,09:07:00,32
2026.08.13 09:08:00,09:08:00,36
2026.08.13 09:09:00,09:09:00,28
2026.08.13 09:10:00,09:10:00,25
2026.08.13 09:11:00,09:11:00,34
2026.08.13 09:14:00,09:14:00,18
2026.08.13 09:15:00,09:15:00,33
2026.08.13 09:16:00,09:16:00,16
2026.08.13 09:17:00,09:17:00,32
2026.08.13 09:19:00,09:19:00,9
2026.08.13 09:22:00,09:22:00,9
2026.08.13 09:23:00,09:23:00,45
2026.08.13 10:55:00,10:55:00,94
2026.08.13 10:56:00,10:56:00,82
2026.08.13 10:57:00,10:57:00,114
2026.08.13 10:58:00,10:58:00,112
2026.08.13 10:59:00,10:59:00,60
2026.08.13 11:00:00,11:00:00,100
2026.08.13 11:01:00,11:01:00,127
2026.08.13 11:02:00,11:02:00,46
2026.08.13 11:04:00,11:04:00,12
2026.08.13 11:05:00,11:05:00,58
2026.08.13 11:06:00,11:06:00,44
2026.08.13 11:08:00,11:08:00,28
2026.08.13 11:09:00,11:09:00,16
2026.08.13 12:10:00,12:10:00,61
2026.08.13 12:11:00,12:11:00,107
2026.08.13 12:12:00,12:12:00,79
2026.08.13 12:13:00,12:13:00,115
2026.08.13 12:14:00,12:14:00,116
2026.08.13 12:15:00,12:15:00,40
2026.08.13 12:16:00,12:16:00,80
2026.08.13 12:17:00,12:17:00,85
2026.08.13 12:18:00,12:18:00,116
2026.08.13 12:19:00,12:19:00,23
2026.08.13 12:26:00,12:26:00,12
2026.08.13 13:05:00,13:05:00,29
2026.08.13 13:06:00,13:06:00,117
2026.08.13 13:07:00,13:07:00,79
2026.08.13 13:08:00,13:08:00,42
2026.08.13 13:09:00,13:09:00,86
2026.08.13 13:10:00,13:10:00,89
2026.08.13 13:11:00,13:11:00,20
2026.08.13 13:12:00,13:12:00,67
2026.08.13 13:13:00,13:13:00,107
2026.08.13 13:14:00,13:14:00,68
2026.08.13 13:15:00,13:15:00,105
2026.08.13 13:16:00,13:16:00,13
2026.08.13 13:41:00,13:41:00,39
2026.08.13 13:42:00,13:42:00,59
2026.08.13 13:43:00,13:43:00,8
2026.08.13 13:44:00,13:44:00,76
2026.08.13 14:55:00,14:55:00,5
2026.08.13 14:56:00,14:56:00,13
2026.08.13 15:00:00,15:00:00,13
2026.08.13 15:02:00,15:02:00,40
2026.08.13 15:03:00,15:03:00,6
2026.08.13 15:05:00,15:05:00,114
2026.08.13 15:06:00,15:06:00,114
2026.08.13 15:07:00,15:07:00,120
2026.08.13 15:08:00,15:08:00,119
2026.08.13 15:09:00,15:09:00,127
2026.08.13 15:10:00,15:10:00,113
2026.08.13 15:11:00,15:11:00,34
2026.08.13 15:12:00,15:12:00,130
2026.08.13 15:13:00,15:13:00,104
2026.08.13 15:14:00,15:14:00,120
2026.08.13 15:15:00,15:15:00,127
2026.08.13 15:16:00,15:16:00,57
2026.08.13 15:30:00,15:30:00,9
2026.08.13 15:44:00,15:44:00,14
2026.08.13 15:45:00,15:45:00,106
2026.08.13 15:46:00,15:46:00,87
2026.08.13 15:47:00,15:47:00,118
2026.08.13 15:48:00,15:48:00,84
2026.08.13 16:06:00,16:06:00,63
2026.08.13 16:07:00,16:07:00,99
2026.08.13 16:08:00,16:08:00,113
2026.08.13 16:09:00,16:09:00,115
2026.08.13 16:10:00,16:10:00,79
2026.08.13 16:13:00,16:13:00,23
2026.08.13 16:14:00,16:14:00,12
2026.08.13 16:22:00,16:22:00,27
2026.08.13 16:26:00,16:26:00,14
2026.08.13 17:57:00,17:57:00,17
2026.08.13 18:32:00,18:32:00,9
2026.08.13 18:41:00,18:41:00,45
2026.08.13 19:24:00,19:24:00,31
2026.08.13 19:27:00,19:27:00,30
2026.08.13 19:28:00,19:28:00,39
2026.08.13 19:53:00,19:53:00,21
2026.08.13 19:54:00,19:54:00,53
2026.08.13 19:56:00,19:56:00,10
2026.08.13 20:07:00,20:07:00,35
2026.08.13 20:26:00,20:26:00,25
2026.08.13 20:29:00,20:29:00,42
2026.08.13 20:30:00,20:30:00,46
2026.08.13 20:31:00,20:31:00,49
2026.08.13 20:32:00,20:32:00,84
2026.08.13 20:33:00,20:33:00,43
2026.08.13 20:34:00,20:34:00,35
2026.08.13 20:37:00,20:37:00,13
2026.08.13 20:39:00,20:39:00,33
2026.08.13 20:40:00,20:40:00,64
2026.08.13 20:42:00,20:42:00,33
2026.08.13 20:44:00,20:44:00,30
2026.08.14 00:17:00,00:17:00,28
2026.08.14 00:18:00,00:18:00,27
2026.08.14 00:19:00,00:19:00,48
2026.08.14 00:20:00,00:20:00,20
2026.08.14 00:21:00,00:21:00,17
2026.08.14 00:22:00,00:22:00,18
2026.08.14 00:23:00,00:23:00,19
2026.08.14 00:24:00,00:24:00,36
2026.08.14 00:25:00,00:25:00,27
2026.08.14 07:25:00,07:25:00,8
2026.08.14 08:35:00,08:35:00,9
2026.08.14 08:37:00,08:37:00,36
2026.08.14 08:40:00,08:40:00,77
2026.08.14 08:42:00,08:42:00,12
2026.08.14 09:04:00,09:04:00,24
2026.08.14 09:05:00,09:05:00,22
2026.08.14 09:23:00,09:23:00,16
2026.08.14 09:25:00,09:25:00,19
2026.08.14 11:40:00,11:40:00,5
2026.08.14 11:41:00,11:41:00,7
2026.08.14 12:09:00,12:09:00,13
2026.08.14 12:48:00,12:48:00,7
2026.08.14 12:49:00,12:49:00,9
2026.08.14 14:27:00,14:27:00,65
2026.08.14 14:28:00,14:28:00,43
2026.08.14 14:29:00,14:29:00,63
2026.08.14 14:30:00,14:30:00,19
2026.08.14 14:31:00,14:31:00,47
2026.08.14 14:32:00,14:32:00,28
2026.08.14 14:33:00,14:33:00,42
2026.08.14 14:34:00,14:34:00,26
2026.08.14 14:35:00,14:35:00,40
2026.08.14 14:36:00,14:36:00,12
2026.08.14 14:37:00,14:37:00,13
2026.08.14 14:38:00,14:38:00,9
2026.08.14 14:39:00,14:39:00,14
2026.08.14 14:40:00,14:40:00,22
2026.08.14 14:41:00,14:41:00,33
2026.08.14 14:42:00,14:42:00,11
2026.08.14 14:43:00,14:43:00,17
2026.08.14 14:47:00,14:47:00,32
2026.08.14 15:06:00,15:06:00,15
2026.08.14 15:07:00,15:07:00,20
2026.08.14 15:20:00,15:20:00,5
2026.08.14 16:59:00,16:59:00,3
2026.08.14 17:49:00,17:49:00,14
2026.08.14 17:50:00,17:50:00,12
2026.08.14 17:52:00,17:52:00,17
2026.08.14 17:53:00,17:53:00,15
2026.08.14 18:03:00,18:03:00,36
2026.08.14 18:38:00,18:38:00,29
2026.08.14 18:39:00,18:39:00,16
2026.08.14 18:40:00,18:40:00,22
2026.08.14 18:41:00,18:41:00,13
2026.08.14 18:42:00,18:42:00,23
2026.08.14 18:45:00,18:45:00,16
2026.08.14 18:46:00,18:46:00,47
2026.08.14 18:47:00,18:47:00,49
2026.08.14 18:48:00,18:48:00,23
2026.08.14 18:49:00,18:49:00,18
2026.08.14 18:50:00,18:50:00,53
2026.08.14 18:52:00,18:52:00,43
2026.08.14 18:54:00,18:54:00,21
2026.08.14 18:55:00,18:55:00,28
2026.08.14 18:56:00,18:56:00,41
2026.08.14 18:57:00,18:57:00,23
2026.08.14 18:58:00,18:58:00,44
2026.08.14 18:59:00,18:59:00,17
2026.08.14 19:00:00,19:00:00,50
2026.08.14 19:01:00,19:01:00,20
2026.08.14 19:02:00,19:02:00,11
2026.08.14 19:03:00,19:03:00,10
2026.08.14 19:06:00,19:06:00,54
2026.08.14 19:07:00,19:07:00,30
2026.08.14 19:08:00,19:08:00,8
2026.08.14 19:09:00,19:09:00,19
2026.08.14 19:31:00,19:31:00,31
2026.08.14 19:51:00,19:51:00,25
2026.08.14 19:52:00,19:52:00,11
2026.08.14 19:59:00,19:59:00,1
2026.08.14 20:03:00,20:03:00,20
2026.08.14 20:04:00,20:04:00,7
2026.08.14 20:05:00,20:05:00,13
2026.08.14 20:11:00,20:11:00,16
2026.08.15 00:11:00,00:11:00,5
2026.08.15 00:12:00,00:12:00,56
2026.08.15 00:13:00,00:13:00,21
2026.08.15 00:15:00,00:15:00,12
2026.08.15 09:37:00,09:37:00,10
2026.08.15 09:38:00,09:38:00,12
2026.08.15 10:14:00,10:14:00,46
2026.08.15 10:15:00,10:15:00,33
2026.08.15 10:16:00,10:16:00,13
2026.08.15 10:18:00,10:18:00,4
2026.08.15 11:13:00,11:13:00,8
2026.08.15 11:17:00,11:17:00,40
2026.08.15 11:18:00,11:18:00,50
2026.08.15 11:19:00,11:19:00,33
2026.08.15 11:20:00,11:20:00,36
2026.08.15 11:21:00,11:21:00,11
2026.08.15 11:22:00,11:22:00,35
2026.08.15 11:23:00,11:23:00,20
2026.08.15 11:24:00,11:24:00,53
2026.08.15 11:25:00,11:25:00,8
2026.08.15 11:27:00,11:27:00,22
2026.08.15 11:29:00,11:29:00,32
2026.08.15 11:30:00,11:30:00,26
2026.08.15 11:31:00,11:31:00,30
2026.08.15 11:32:00,11:32:00,33
2026.08.15 11:57:00,11:57:00,40
2026.08.15 11:58:00,11:58:00,33
2026.08.15 12:17:00,12:17:00,8
2026.08.15 14:32:00,14:32:00,26
2026.08.15 14:33:00,14:33:00,18
2026.08.15 14:34:00,14:34:00,12
2026.08.15 14:42:00,14:42:00,19
2026.08.15 14:43:00,14:43:00,32
2026.08.15 14:44:00,14:44:00,67
2026.08.15 14:46:00,14:46:00,59
2026.08.15 14:49:00,14:49:00,24
2026.08.15 14:51:00,14:51:00,29
2026.08.15 14:52:00,14:52:00,23
2026.08.15 14:53:00,14:53:00,8
2026.08.15 14:55:00,14:55:00,29
2026.08.15 15:00:00,15:00:00,16
2026.08.15 15:10:00,15:10:00,10
2026.08.15 15:12:00,15:12:00,31
2026.08.15 15:13:00,15:13:00,34
2026.08.15 15:14:00,15:14:00,52
2026.08.15 15:15:00,15:15:00,6
2026.08.15 15:27:00,15:27:00,10
2026.08.15 17:02:00,17:02:00,56
2026.08.15 17:15:00,17:15:00,18
2026.08.15 17:16:00,17:16:00,9
2026.08.15 17:20:00,17:20:00,37
2026.08.15 17:29:00,17:29:00,25
2026.08.15 18:57:00,18:57:00,43
2026.08.15 19:45:00,19:45:00,28
2026.08.15 22:07:00,22:07:00,17
2026.08.15 22:08:00,22:08:00,17
2026.08.15 22:10:00,22:10:00,2
2026.08.15 22:25:00,22:25:00,16
2026.08.15 22:26:00,22:26:00,10
2026.08.16 09:32:00,09:32:00,45
2026.08.16 10:04:00,10:04:00,51
2026.08.16 10:05:00,10:05:00,3
2026.08.16 10:06:00,10:06:00,106
2026.08.16 10:07:00,10:07:00,75
2026.08.16 10:08:00,10:08:00,40
2026.08.16 10:09:00,10:09:00,37
2026.08.16 10:10:00,10:10:00,54
2026.08.16 10:11:00,10:11:00,38
2026.08.16 10:12:00,10:12:00,56
2026.08.16 10:14:00,10:14:00,46
2026.08.16 11:07:00,11:07:00,8
2026.08.16 12:01:00,12:01:00,10
2026.08.16 12:02:00,12:02:00,6
2026.08.16 12:03:00,12:03:00,6
2026.08.16 12:04:00,12:04:00,6
2026.08.16 12:22:00,12:22:00,57
2026.08.16 12:23:00,12:23:00,19
2026.08.16 12:44:00,12:44:00,16
2026.08.16 12:45:00,12:45:00,16
2026.08.16 12:46:00,12:46:00,16
2026.08.16 12:47:00,12:47:00,16
2026.08.16 12:48:00,12:48:00,16
2026.08.16 12:49:00,12:49:00,16
2026.08.16 12:50:00,12:50:00,16
2026.08.16 12:51:00,12:51:00,16
2026.08.16 12:52:00,12:52:00,16
2026.08.16 12:53:00,12:53:00,16
2026.08.16 12:54:00,12:54:00,27
2026.08.16 12:55:00,12:55:00,73
2026.08.16 12:56:00,12:56:00,10
2026.08.16 12:57:00,12:57:00,27
2026.08.16 12:58:00,12:58:00,26
2026.08.16 13:21:00,13:21:00,62
2026.08.16 13:23:00,13:23:00,33
2026.08.16 13:24:00,13:24:00,17
2026.08.16 13:36:00,13:36:00,9
2026.08.16 13:37:00,13:37:00,3
2026.08.16 13:38:00,13:38:00,8
2026.08.16 13:46:00,13:46:00,8
2026.08.16 13:48:00,13:48:00,7
2026.08.16 13:55:00,13:55:00,10
2026.08.16 14:26:00,14:26:00,28
2026.08.16 14:27:00,14:27:00,27
2026.08.16 14:28:00,14:28:00,27
2026.08.16 14:29:00,14:29:00,27
2026.08.16 14:30:00,14:30:00,7
2026.08.16 14:31:00,14:31:00,1
2026.08.16 14:32:00,14:32:00,27
2026.08.16 14:33:00,14:33:00,27
2026.08.16 14:34:00,14:34:00,27
2026.08.16 14:35:00,14:35:00,6
2026.08.16 14:36:00,14:36:00,45
2026.08.16 14:37:00,14:37:00,45
2026.08.16 14:38:00,14:38:00,13
2026.08.16 14:39:00,14:39:00,45
2026.08.16 14:40:00,14:40:00,45
2026.08.16 14:41:00,14:41:00,15
2026.08.16 14:42:00,14:42:00,12
2026.08.16 14:43:00,14:43:00,43
2026.08.16 14:44:00,14:44:00,39
2026.08.16 14:45:00,14:45:00,32
2026.08.16 14:47:00,14:47:00,17
2026.08.16 14:48:00,14:48:00,17
2026.08.16 16:06:00,16:06:00,34
2026.08.16 16:30:00,16:30:00,10
2026.08.16 17:14:00,17:14:00,37
2026.08.16 17:16:00,17:16:00,33
2026.08.16 17:17:00,17:17:00,16
2026.08.16 17:25:00,17:25:00,13
2026.08.16 17:29:00,17:29:00,71
2026.08.16 17:30:00,17:30:00,6
2026.08.16 17:31:00,17:31:00,16
2026.08.16 17:39:00,17:39:00,28
2026.08.16 17:40:00,17:40:00,14
2026.08.16 17:41:00,17:41:00,1
2026.08.16 19:12:00,19:12:00,30
2026.08.16 19:28:00,19:28:00,11
2026.08.16 19:29:00,19:29:00,11
2026.08.16 19:30:00,19:30:00,11
2026.08.16 19:31:00,19:31:00,11
2026.08.16 19:32:00,19:32:00,11
2026.08.16 19:33:00,19:33:00,11
2026.08.16 19:34:00,19:34:00,10
2026.08.16 19:39:00,19:39:00,11
2026.08.16 19:40:00,19:40:00,24
2026.08.16 19:41:00,19:41:00,24
2026.08.16 19:42:00,19:42:00,24
2026.08.16 19:43:00,19:43:00,11
2026.08.16 19:44:00,19:44:00,25
2026.08.16 19:45:00,19:45:00,23
2026.08.16 21:44:00,21:44:00,22
2026.08.16 21:49:00,21:49:00,74
2026.08.16 21:51:00,21:51:00,72
2026.08.16 21:53:00,21:53:00,51
2026.08.16 21:54:00,21:54:00,39
2026.08.16 21:56:00,21:56:00,25
2026.08.16 22:19:00,22:19:00,30
2026.08.16 22:24:00,22:24:00,35
2026.08.16 22:31:00,22:31:00,8
2026.08.17 10:34:00,10:34:00,15
2026.08.17 10:36:00,10:36:00,55
2026.08.17 10:38:00,10:38:00,39
2026.08.17 10:39:00,10:39:00,48
2026.08.17 10:59:00,10:59:00,25
2026.08.17 11:55:00,11:55:00,13
2026.08.17 11:56:00,11:56:00,49
2026.08.17 11:57:00,11:57:00,58
2026.08.17 11:58:00,11:58:00,51
2026.08.17 11:59:00,11:59:00,65
2026.08.17 12:00:00,12:00:00,17
2026.08.17 12:01:00,12:01:00,59
2026.08.17 12:02:00,12:02:00,45
2026.08.17 12:03:00,12:03:00,38
2026.08.17 12:04:00,12:04:00,40
2026.08.17 12:05:00,12:05:00,42
2026.08.17 12:06:00,12:06:00,27
2026.08.17 12:07:00,12:07:00,51
2026.08.17 12:08:00,12:08:00,13
2026.08.17 12:09:00,12:09:00,17
2026.08.17 12:10:00,12:10:00,52
2026.08.17 12:11:00,12:11:00,22
2026.08.17 12:28:00,12:28:00,33
2026.08.17 12:30:00,12:30:00,15
2026.08.17 12:31:00,12:31:00,17
2026.08.17 12:33:00,12:33:00,35
2026.08.17 12:34:00,12:34:00,35
2026.08.17 12:35:00,12:35:00,35
2026.08.17 12:36:00,12:36:00,35
2026.08.17 12:37:00,12:37:00,14
2026.08.17 12:38:00,12:38:00,23
2026.08.17 12:39:00,12:39:00,34
2026.08.17 12:40:00,12:40:00,32
2026.08.17 12:41:00,12:41:00,18
2026.08.17 12:42:00,12:42:00,26
2026.08.17 12:43:00,12:43:00,68
2026.08.17 12:44:00,12:44:00,31
2026.08.17 13:07:00,13:07:00,3
2026.08.17 13:08:00,13:08:00,53
2026.08.17 13:09:00,13:09:00,53
2026.08.17 13:10:00,13:10:00,80
